[21:03:35] === START train_lenet5_mnist on GPU 2 ===
[loaders] mnist: train=54000  val=6000  test=10000
[lenet5/mnist] AMP enabled: True
[lenet5/mnist] ep 1/200  lr=0.001  train_loss=0.4543 train_acc=0.8709  val_loss=0.1613 val_acc=0.9527  (3.6s)
[lenet5/mnist] ep 26/200  lr=0.001  train_loss=0.0052 train_acc=0.9996  val_loss=0.0506 val_acc=0.9880  (2.9s)
[lenet5/mnist] ep 27/200  lr=0.001  train_loss=0.0069 train_acc=0.9994  val_loss=0.0526 val_acc=0.9877  (2.7s)
[lenet5/mnist] ep 28/200  lr=0.001  train_loss=0.0072 train_acc=0.9992  val_loss=0.0390 val_acc=0.9908  (2.7s)
[lenet5/mnist] ep 29/200  lr=0.001  train_loss=0.0048 train_acc=0.9996  val_loss=0.0456 val_acc=0.9903  (2.7s)
[lenet5/mnist] ep 30/200  lr=0.001  train_loss=0.0049 train_acc=0.9996  val_loss=0.0523 val_acc=0.9885  (2.7s)
[lenet5/mnist] ep 31/200  lr=0.001  train_loss=0.0040 train_acc=0.9997  val_loss=0.0438 val_acc=0.9913  (2.8s)
[lenet5/mnist] ep 32/200  lr=0.001  train_loss=0.0074 train_acc=0.9993  val_loss=0.0462 val_acc=0.9897  (2.7s)
[lenet5/mnist] ep 33/200  lr=0.001  train_loss=0.0036 train_acc=0.9997  val_loss=0.0522 val_acc=0.9892  (2.7s)
[lenet5/mnist] ep 34/200  lr=0.001  train_loss=0.0050 train_acc=0.9996  val_loss=0.0592 val_acc=0.9877  (2.9s)
[lenet5/mnist] ep 35/200  lr=0.001  train_loss=0.0016 train_acc=0.9999  val_loss=0.0483 val_acc=0.9905  (2.6s)
[lenet5/mnist] ep 36/200  lr=0.001  train_loss=0.0069 train_acc=0.9993  val_loss=0.0686 val_acc=0.9862  (2.8s)
[lenet5/mnist] ep 37/200  lr=0.001  train_loss=0.0050 train_acc=0.9998  val_loss=0.0570 val_acc=0.9895  (2.7s)
[lenet5/mnist] ep 38/200  lr=0.001  train_loss=0.0024 train_acc=0.9999  val_loss=0.0681 val_acc=0.9892  (2.6s)
[lenet5/mnist] ep 39/200  lr=0.001  train_loss=0.0052 train_acc=0.9997  val_loss=0.0682 val_acc=0.9878  (2.5s)
[lenet5/mnist] ep 40/200  lr=0.001  train_loss=0.0045 train_acc=0.9998  val_loss=0.0628 val_acc=0.9895  (2.6s)
[lenet5/mnist] ep 41/200  lr=0.001  train_loss=0.0033 train_acc=0.9997  val_loss=0.0577 val_acc=0.9908  (2.6s)
[lenet5/mnist] ep 42/200  lr=0.001  train_loss=0.0041 train_acc=0.9998  val_loss=0.0752 val_acc=0.9870  (2.6s)
[lenet5/mnist] ep 43/200  lr=0.001  train_loss=0.0024 train_acc=0.9998  val_loss=0.0665 val_acc=0.9885  (2.7s)
[lenet5/mnist] ep 44/200  lr=0.001  train_loss=0.0033 train_acc=0.9998  val_loss=0.0680 val_acc=0.9872  (2.8s)
[lenet5/mnist] ep 45/200  lr=0.001  train_loss=0.0040 train_acc=0.9997  val_loss=0.0504 val_acc=0.9905  (2.8s)
[lenet5/mnist] ep 46/200  lr=0.001  train_loss=0.0032 train_acc=0.9999  val_loss=0.0630 val_acc=0.9898  (2.6s)
[lenet5/mnist] ep 47/200  lr=0.001  train_loss=0.0031 train_acc=0.9999  val_loss=0.0628 val_acc=0.9878  (2.8s)
[lenet5/mnist] ep 48/200  lr=0.001  train_loss=0.0018 train_acc=0.9999  val_loss=0.0513 val_acc=0.9898  (2.7s)
[lenet5/mnist] ep 49/200  lr=0.001  train_loss=0.0022 train_acc=0.9999  val_loss=0.0532 val_acc=0.9913  (2.7s)
[lenet5/mnist] ep 50/200  lr=0.001  train_loss=0.0049 train_acc=0.9998  val_loss=0.0531 val_acc=0.9897  (3.1s)
[lenet5/mnist] ep 51/200  lr=0.001  train_loss=0.0053 train_acc=0.9996  val_loss=0.0554 val_acc=0.9902  (2.7s)
[lenet5/mnist] ep 52/200  lr=0.001  train_loss=0.0017 train_acc=0.9999  val_loss=0.0499 val_acc=0.9908  (2.7s)
[lenet5/mnist] ep 53/200  lr=0.001  train_loss=0.0006 train_acc=1.0000  val_loss=0.0521 val_acc=0.9898  (2.8s)
[lenet5/mnist] ep 54/200  lr=0.001  train_loss=0.0010 train_acc=1.0000  val_loss=0.0620 val_acc=0.9885  (2.8s)
[lenet5/mnist] ep 55/200  lr=0.001  train_loss=0.0060 train_acc=0.9997  val_loss=0.0810 val_acc=0.9868  (2.8s)
[lenet5/mnist] ep 56/200  lr=0.001  train_loss=0.0053 train_acc=0.9996  val_loss=0.0568 val_acc=0.9893  (2.8s)
[lenet5/mnist] ep 57/200  lr=0.001  train_loss=0.0019 train_acc=0.9999  val_loss=0.0650 val_acc=0.9897  (2.7s)
[lenet5/mnist] ep 58/200  lr=0.001  train_loss=0.0025 train_acc=0.9999  val_loss=0.0650 val_acc=0.9885  (2.8s)
[lenet5/mnist] ep 59/200  lr=0.001  train_loss=0.0034 train_acc=0.9997  val_loss=0.0589 val_acc=0.9898  (2.8s)
[lenet5/mnist] ep 60/200  lr=0.001  train_loss=0.0015 train_acc=0.9999  val_loss=0.0605 val_acc=0.9893  (2.9s)
[lenet5/mnist] ep 61/200  lr=0.001  train_loss=0.0020 train_acc=0.9999  val_loss=0.0617 val_acc=0.9890  (2.7s)
[lenet5/mnist] ep 62/200  lr=0.001  train_loss=0.0012 train_acc=0.9999  val_loss=0.0570 val_acc=0.9902  (2.7s)
[lenet5/mnist] ep 63/200  lr=0.001  train_loss=0.0037 train_acc=0.9998  val_loss=0.0708 val_acc=0.9882  (2.7s)
[lenet5/mnist] ep 64/200  lr=0.001  train_loss=0.0036 train_acc=0.9998  val_loss=0.0690 val_acc=0.9893  (2.6s)
[lenet5/mnist] ep 65/200  lr=0.001  train_loss=0.0012 train_acc=0.9999  val_loss=0.0612 val_acc=0.9907  (2.6s)
[lenet5/mnist] ep 66/200  lr=0.001  train_loss=0.0001 train_acc=1.0000  val_loss=0.0603 val_acc=0.9910  (2.8s)
[lenet5/mnist] ep 67/200  lr=0.001  train_loss=0.0000 train_acc=1.0000  val_loss=0.0593 val_acc=0.9918  (2.8s)
[lenet5/mnist] ep 68/200  lr=0.001  train_loss=0.0000 train_acc=1.0000  val_loss=0.0607 val_acc=0.9915  (2.7s)
[lenet5/mnist] ep 69/200  lr=0.001  train_loss=0.0000 train_acc=1.0000  val_loss=0.0659 val_acc=0.9913  (2.7s)
[lenet5/mnist] ep 70/200  lr=0.001  train_loss=0.0000 train_acc=1.0000  val_loss=0.0697 val_acc=0.9910  (2.8s)
[lenet5/mnist] ep 71/200  lr=0.001  train_loss=0.0000 train_acc=1.0000  val_loss=0.0721 val_acc=0.9913  (2.7s)
[lenet5/mnist] ep 72/200  lr=0.001  train_loss=0.0000 train_acc=1.0000  val_loss=0.0755 val_acc=0.9915  (2.7s)
[lenet5/mnist] ep 73/200  lr=0.001  train_loss=0.0000 train_acc=1.0000  val_loss=0.0773 val_acc=0.9912  (2.8s)
[lenet5/mnist] ep 74/200  lr=0.001  train_loss=0.0000 train_acc=1.0000  val_loss=0.0789 val_acc=0.9917  (2.8s)
[lenet5/mnist] ep 75/200  lr=0.001  train_loss=0.0000 train_acc=1.0000  val_loss=0.0792 val_acc=0.9917  (2.6s)
[lenet5/mnist] ep 76/200  lr=0.001  train_loss=0.0000 train_acc=1.0000  val_loss=0.0812 val_acc=0.9915  (2.8s)
[lenet5/mnist] ep 77/200  lr=0.001  train_loss=0.0000 train_acc=1.0000  val_loss=0.0809 val_acc=0.9917  (2.8s)
[lenet5/mnist] ep 78/200  lr=0.001  train_loss=0.0000 train_acc=1.0000  val_loss=0.0826 val_acc=0.9913  (2.7s)
[lenet5/mnist] ep 79/200  lr=0.001  train_loss=0.0000 train_acc=1.0000  val_loss=0.0838 val_acc=0.9913  (2.6s)
[lenet5/mnist] ep 80/200  lr=0.001  train_loss=0.0000 train_acc=1.0000  val_loss=0.0855 val_acc=0.9913  (2.6s)
[lenet5/mnist] ep 81/200  lr=0.001  train_loss=0.0000 train_acc=1.0000  val_loss=0.0863 val_acc=0.9917  (2.7s)
[lenet5/mnist] ep 82/200  lr=0.0009917  train_loss=0.0000 train_acc=1.0000  val_loss=0.0880 val_acc=0.9917  (2.8s)
[lenet5/mnist] ep 83/200  lr=0.0009833  train_loss=0.0000 train_acc=1.0000  val_loss=0.0878 val_acc=0.9917  (2.9s)
[lenet5/mnist] ep 84/200  lr=0.000975  train_loss=0.0000 train_acc=1.0000  val_loss=0.0900 val_acc=0.9917  (2.8s)
[lenet5/mnist] ep 85/200  lr=0.0009667  train_loss=0.0000 train_acc=1.0000  val_loss=0.0899 val_acc=0.9917  (2.7s)
[lenet5/mnist] ep 86/200  lr=0.0009583  train_loss=0.0000 train_acc=1.0000  val_loss=0.0903 val_acc=0.9915  (2.7s)
[lenet5/mnist] ep 87/200  lr=0.00095  train_loss=0.0000 train_acc=1.0000  val_loss=0.0923 val_acc=0.9915  (2.6s)
[lenet5/mnist] ep 88/200  lr=0.0009417  train_loss=0.0000 train_acc=1.0000  val_loss=0.0927 val_acc=0.9917  (2.6s)
[lenet5/mnist] ep 89/200  lr=0.0009333  train_loss=0.0000 train_acc=1.0000  val_loss=0.0953 val_acc=0.9917  (2.7s)
[lenet5/mnist] ep 90/200  lr=0.000925  train_loss=0.0000 train_acc=1.0000  val_loss=0.0949 val_acc=0.9918  (2.7s)
[lenet5/mnist] ep 91/200  lr=0.0009167  train_loss=0.0000 train_acc=1.0000  val_loss=0.0975 val_acc=0.9917  (3.0s)
[lenet5/mnist] ep 92/200  lr=0.0009083  train_loss=0.0000 train_acc=1.0000  val_loss=0.0982 val_acc=0.9917  (2.7s)
[lenet5/mnist] ep 93/200  lr=0.0009  train_loss=0.0000 train_acc=1.0000  val_loss=0.0999 val_acc=0.9918  (2.6s)
[lenet5/mnist] ep 94/200  lr=0.0008917  train_loss=0.0000 train_acc=1.0000  val_loss=0.1010 val_acc=0.9917  (2.7s)
[lenet5/mnist] ep 95/200  lr=0.0008833  train_loss=0.0000 train_acc=1.0000  val_loss=0.1020 val_acc=0.9918  (2.7s)
[lenet5/mnist] ep 96/200  lr=0.000875  train_loss=0.0000 train_acc=1.0000  val_loss=0.1032 val_acc=0.9918  (2.8s)
[lenet5/mnist] ep 97/200  lr=0.0008667  train_loss=0.0000 train_acc=1.0000  val_loss=0.1044 val_acc=0.9917  (2.7s)
[lenet5/mnist] ep 98/200  lr=0.0008583  train_loss=0.0000 train_acc=1.0000  val_loss=0.1056 val_acc=0.9918  (2.7s)
[lenet5/mnist] ep 99/200  lr=0.00085  train_loss=0.0000 train_acc=1.0000  val_loss=0.1066 val_acc=0.9917  (2.7s)
[lenet5/mnist] ep 100/200  lr=0.0008417  train_loss=0.0000 train_acc=1.0000  val_loss=0.1076 val_acc=0.9917  (2.6s)
[lenet5/mnist] ep 101/200  lr=0.0008333  train_loss=0.0000 train_acc=1.0000  val_loss=0.1089 val_acc=0.9917  (2.8s)
[lenet5/mnist] ep 102/200  lr=0.000825  train_loss=0.0000 train_acc=1.0000  val_loss=0.1097 val_acc=0.9917  (2.9s)
[lenet5/mnist] ep 103/200  lr=0.0008167  train_loss=0.0000 train_acc=1.0000  val_loss=0.1103 val_acc=0.9917  (2.9s)
[lenet5/mnist] ep 104/200  lr=0.0008083  train_loss=0.0000 train_acc=1.0000  val_loss=0.1121 val_acc=0.9913  (2.9s)
[lenet5/mnist] ep 105/200  lr=0.0008  train_loss=0.0000 train_acc=1.0000  val_loss=0.1130 val_acc=0.9917  (2.8s)
[lenet5/mnist] ep 106/200  lr=0.0007917  train_loss=0.0000 train_acc=1.0000  val_loss=0.1136 val_acc=0.9917  (2.8s)
[lenet5/mnist] ep 107/200  lr=0.0007833  train_loss=0.0000 train_acc=1.0000  val_loss=0.1143 val_acc=0.9917  (2.6s)
[lenet5/mnist] ep 108/200  lr=0.000775  train_loss=0.0000 train_acc=1.0000  val_loss=0.1161 val_acc=0.9915  (2.7s)
[lenet5/mnist] ep 109/200  lr=0.0007667  train_loss=0.0000 train_acc=1.0000  val_loss=0.1163 val_acc=0.9917  (2.7s)
[lenet5/mnist] ep 110/200  lr=0.0007583  train_loss=0.0000 train_acc=1.0000  val_loss=0.1174 val_acc=0.9920  (2.8s)
[lenet5/mnist] ep 111/200  lr=0.00075  train_loss=0.0000 train_acc=1.0000  val_loss=0.1183 val_acc=0.9918  (2.9s)
[lenet5/mnist] ep 112/200  lr=0.0007417  train_loss=0.0000 train_acc=1.0000  val_loss=0.1196 val_acc=0.9917  (2.7s)
[lenet5/mnist] ep 113/200  lr=0.0007333  train_loss=0.0000 train_acc=1.0000  val_loss=0.1210 val_acc=0.9915  (2.7s)
[lenet5/mnist] ep 114/200  lr=0.000725  train_loss=0.0000 train_acc=1.0000  val_loss=0.1208 val_acc=0.9918  (2.8s)
[lenet5/mnist] ep 115/200  lr=0.0007167  train_loss=0.0000 train_acc=1.0000  val_loss=0.1223 val_acc=0.9917  (2.7s)
[lenet5/mnist] ep 116/200  lr=0.0007083  train_loss=0.0000 train_acc=1.0000  val_loss=0.1231 val_acc=0.9918  (2.6s)
[lenet5/mnist] ep 117/200  lr=0.0007  train_loss=0.0000 train_acc=1.0000  val_loss=0.1237 val_acc=0.9918  (2.7s)
[lenet5/mnist] ep 118/200  lr=0.0006917  train_loss=0.0000 train_acc=1.0000  val_loss=0.1250 val_acc=0.9918  (2.7s)
[lenet5/mnist] ep 119/200  lr=0.0006833  train_loss=0.0000 train_acc=1.0000  val_loss=0.1256 val_acc=0.9917  (2.6s)
[lenet5/mnist] ep 120/200  lr=0.000675  train_loss=0.0000 train_acc=1.0000  val_loss=0.1268 val_acc=0.9918  (2.7s)
[lenet5/mnist] ep 121/200  lr=0.0006667  train_loss=0.0000 train_acc=1.0000  val_loss=0.1278 val_acc=0.9922  (2.6s)
[lenet5/mnist] ep 122/200  lr=0.0006583  train_loss=0.0000 train_acc=1.0000  val_loss=0.1289 val_acc=0.9923  (2.7s)
[lenet5/mnist] ep 123/200  lr=0.00065  train_loss=0.0000 train_acc=1.0000  val_loss=0.1303 val_acc=0.9925  (2.7s)
[lenet5/mnist] ep 124/200  lr=0.0006417  train_loss=0.0000 train_acc=1.0000  val_loss=0.1325 val_acc=0.9918  (2.6s)
[lenet5/mnist] ep 125/200  lr=0.0006333  train_loss=0.0000 train_acc=1.0000  val_loss=0.1354 val_acc=0.9918  (2.6s)
[lenet5/mnist] ep 126/200  lr=0.000625  train_loss=0.0000 train_acc=1.0000  val_loss=0.1358 val_acc=0.9913  (2.8s)
[lenet5/mnist] ep 127/200  lr=0.0006167  train_loss=0.0000 train_acc=1.0000  val_loss=0.1369 val_acc=0.9920  (2.9s)
[lenet5/mnist] ep 128/200  lr=0.0006083  train_loss=0.0115 train_acc=0.9993  val_loss=0.1019 val_acc=0.9897  (2.7s)
[lenet5/mnist] ep 129/200  lr=0.0006  train_loss=0.0027 train_acc=0.9998  val_loss=0.1030 val_acc=0.9895  (2.8s)
[lenet5/mnist] ep 130/200  lr=0.0005917  train_loss=0.0010 train_acc=1.0000  val_loss=0.0946 val_acc=0.9902  (2.7s)
[lenet5/mnist] ep 131/200  lr=0.0005833  train_loss=0.0001 train_acc=1.0000  val_loss=0.0964 val_acc=0.9913  (2.7s)
[lenet5/mnist] ep 132/200  lr=0.000575  train_loss=0.0000 train_acc=1.0000  val_loss=0.0960 val_acc=0.9918  (2.8s)
[lenet5/mnist] ep 133/200  lr=0.0005667  train_loss=0.0000 train_acc=1.0000  val_loss=0.0961 val_acc=0.9920  (2.6s)
[lenet5/mnist] ep 134/200  lr=0.0005583  train_loss=0.0000 train_acc=1.0000  val_loss=0.0963 val_acc=0.9920  (2.7s)
[lenet5/mnist] ep 135/200  lr=0.00055  train_loss=0.0000 train_acc=1.0000  val_loss=0.0966 val_acc=0.9920  (3.0s)
[lenet5/mnist] ep 136/200  lr=0.0005417  train_loss=0.0000 train_acc=1.0000  val_loss=0.0968 val_acc=0.9920  (2.8s)
[lenet5/mnist] ep 137/200  lr=0.0005333  train_loss=0.0000 train_acc=1.0000  val_loss=0.0972 val_acc=0.9918  (2.9s)
[lenet5/mnist] ep 138/200  lr=0.000525  train_loss=0.0000 train_acc=1.0000  val_loss=0.0975 val_acc=0.9918  (3.0s)
[lenet5/mnist] ep 139/200  lr=0.0005167  train_loss=0.0000 train_acc=1.0000  val_loss=0.0979 val_acc=0.9918  (2.9s)
[lenet5/mnist] ep 140/200  lr=0.0005083  train_loss=0.0000 train_acc=1.0000  val_loss=0.0983 val_acc=0.9918  (3.0s)
[lenet5/mnist] ep 141/200  lr=0.0005  train_loss=0.0000 train_acc=1.0000  val_loss=0.0986 val_acc=0.9918  (3.0s)
[lenet5/mnist] ep 142/200  lr=0.0004917  train_loss=0.0000 train_acc=1.0000  val_loss=0.0991 val_acc=0.9918  (2.6s)
[lenet5/mnist] ep 143/200  lr=0.0004833  train_loss=0.0000 train_acc=1.0000  val_loss=0.0995 val_acc=0.9918  (2.6s)
[lenet5/mnist] ep 144/200  lr=0.000475  train_loss=0.0000 train_acc=1.0000  val_loss=0.1000 val_acc=0.9918  (2.8s)
[lenet5/mnist] ep 145/200  lr=0.0004667  train_loss=0.0000 train_acc=1.0000  val_loss=0.1005 val_acc=0.9918  (2.8s)
[lenet5/mnist] ep 146/200  lr=0.0004583  train_loss=0.0000 train_acc=1.0000  val_loss=0.1011 val_acc=0.9917  (2.9s)
[lenet5/mnist] ep 147/200  lr=0.00045  train_loss=0.0000 train_acc=1.0000  val_loss=0.1015 val_acc=0.9917  (2.8s)
[lenet5/mnist] ep 148/200  lr=0.0004417  train_loss=0.0000 train_acc=1.0000  val_loss=0.1021 val_acc=0.9917  (2.6s)
[lenet5/mnist] ep 149/200  lr=0.0004333  train_loss=0.0000 train_acc=1.0000  val_loss=0.1027 val_acc=0.9917  (2.7s)
[lenet5/mnist] ep 150/200  lr=0.000425  train_loss=0.0000 train_acc=1.0000  val_loss=0.1031 val_acc=0.9917  (2.7s)
[lenet5/mnist] ep 151/200  lr=0.0004167  train_loss=0.0000 train_acc=1.0000  val_loss=0.1037 val_acc=0.9917  (2.6s)
[lenet5/mnist] ep 152/200  lr=0.0004083  train_loss=0.0000 train_acc=1.0000  val_loss=0.1044 val_acc=0.9917  (2.6s)
[lenet5/mnist] ep 153/200  lr=0.0004  train_loss=0.0000 train_acc=1.0000  val_loss=0.1050 val_acc=0.9917  (2.6s)
[lenet5/mnist] ep 154/200  lr=0.0003917  train_loss=0.0000 train_acc=1.0000  val_loss=0.1055 val_acc=0.9917  (2.7s)
[lenet5/mnist] ep 155/200  lr=0.0003833  train_loss=0.0000 train_acc=1.0000  val_loss=0.1062 val_acc=0.9917  (2.8s)
[lenet5/mnist] ep 156/200  lr=0.000375  train_loss=0.0000 train_acc=1.0000  val_loss=0.1070 val_acc=0.9917  (2.7s)
[lenet5/mnist] ep 157/200  lr=0.0003667  train_loss=0.0000 train_acc=1.0000  val_loss=0.1076 val_acc=0.9915  (2.7s)
[lenet5/mnist] ep 158/200  lr=0.0003583  train_loss=0.0000 train_acc=1.0000  val_loss=0.1082 val_acc=0.9915  (2.6s)
[lenet5/mnist] ep 159/200  lr=0.00035  train_loss=0.0000 train_acc=1.0000  val_loss=0.1089 val_acc=0.9917  (2.7s)
[lenet5/mnist] ep 160/200  lr=0.0003417  train_loss=0.0000 train_acc=1.0000  val_loss=0.1098 val_acc=0.9917  (2.7s)
[lenet5/mnist] ep 161/200  lr=0.0003333  train_loss=0.0000 train_acc=1.0000  val_loss=0.1105 val_acc=0.9915  (2.7s)
[lenet5/mnist] ep 162/200  lr=0.000325  train_loss=0.0000 train_acc=1.0000  val_loss=0.1112 val_acc=0.9915  (2.7s)
[lenet5/mnist] ep 163/200  lr=0.0003167  train_loss=0.0000 train_acc=1.0000  val_loss=0.1117 val_acc=0.9915  (2.7s)
[lenet5/mnist] ep 164/200  lr=0.0003083  train_loss=0.0000 train_acc=1.0000  val_loss=0.1123 val_acc=0.9915  (2.7s)
[lenet5/mnist] ep 165/200  lr=0.0003  train_loss=0.0000 train_acc=1.0000  val_loss=0.1131 val_acc=0.9915  (2.7s)
[lenet5/mnist] ep 166/200  lr=0.0002917  train_loss=0.0000 train_acc=1.0000  val_loss=0.1142 val_acc=0.9915  (2.8s)
[lenet5/mnist] ep 167/200  lr=0.0002833  train_loss=0.0000 train_acc=1.0000  val_loss=0.1149 val_acc=0.9915  (2.7s)
[lenet5/mnist] ep 168/200  lr=0.000275  train_loss=0.0000 train_acc=1.0000  val_loss=0.1156 val_acc=0.9915  (2.7s)
[lenet5/mnist] ep 169/200  lr=0.0002667  train_loss=0.0000 train_acc=1.0000  val_loss=0.1163 val_acc=0.9915  (2.7s)
[lenet5/mnist] ep 170/200  lr=0.0002583  train_loss=0.0000 train_acc=1.0000  val_loss=0.1171 val_acc=0.9915  (2.8s)
[lenet5/mnist] ep 171/200  lr=0.00025  train_loss=0.0000 train_acc=1.0000  val_loss=0.1175 val_acc=0.9915  (2.6s)
[lenet5/mnist] ep 172/200  lr=0.0002417  train_loss=0.0000 train_acc=1.0000  val_loss=0.1184 val_acc=0.9915  (2.8s)
[lenet5/mnist] ep 173/200  lr=0.0002333  train_loss=0.0000 train_acc=1.0000  val_loss=0.1194 val_acc=0.9915  (3.2s)
[lenet5/mnist] ep 174/200  lr=0.000225  train_loss=0.0000 train_acc=1.0000  val_loss=0.1197 val_acc=0.9915  (2.8s)
[lenet5/mnist] ep 175/200  lr=0.0002167  train_loss=0.0000 train_acc=1.0000  val_loss=0.1209 val_acc=0.9917  (2.8s)
[lenet5/mnist] ep 176/200  lr=0.0002083  train_loss=0.0000 train_acc=1.0000  val_loss=0.1213 val_acc=0.9915  (2.9s)
[lenet5/mnist] ep 177/200  lr=0.0002  train_loss=0.0000 train_acc=1.0000  val_loss=0.1221 val_acc=0.9915  (2.7s)
[lenet5/mnist] ep 178/200  lr=0.0001917  train_loss=0.0000 train_acc=1.0000  val_loss=0.1232 val_acc=0.9917  (2.7s)
[lenet5/mnist] ep 179/200  lr=0.0001833  train_loss=0.0000 train_acc=1.0000  val_loss=0.1239 val_acc=0.9917  (2.9s)
[lenet5/mnist] ep 180/200  lr=0.000175  train_loss=0.0000 train_acc=1.0000  val_loss=0.1245 val_acc=0.9917  (2.8s)
[lenet5/mnist] ep 181/200  lr=0.0001667  train_loss=0.0000 train_acc=1.0000  val_loss=0.1253 val_acc=0.9917  (2.7s)
[lenet5/mnist] ep 182/200  lr=0.0001583  train_loss=0.0000 train_acc=1.0000  val_loss=0.1259 val_acc=0.9917  (2.7s)
[lenet5/mnist] ep 183/200  lr=0.00015  train_loss=0.0000 train_acc=1.0000  val_loss=0.1265 val_acc=0.9918  (2.7s)
[lenet5/mnist] ep 184/200  lr=0.0001417  train_loss=0.0000 train_acc=1.0000  val_loss=0.1271 val_acc=0.9918  (2.9s)
[lenet5/mnist] ep 185/200  lr=0.0001333  train_loss=0.0000 train_acc=1.0000  val_loss=0.1279 val_acc=0.9920  (2.7s)
[lenet5/mnist] ep 186/200  lr=0.000125  train_loss=0.0000 train_acc=1.0000  val_loss=0.1282 val_acc=0.9920  (2.8s)
[lenet5/mnist] ep 187/200  lr=0.0001167  train_loss=0.0000 train_acc=1.0000  val_loss=0.1290 val_acc=0.9920  (2.7s)
[lenet5/mnist] ep 188/200  lr=0.0001083  train_loss=0.0000 train_acc=1.0000  val_loss=0.1292 val_acc=0.9920  (2.7s)
[lenet5/mnist] ep 189/200  lr=0.0001  train_loss=0.0000 train_acc=1.0000  val_loss=0.1298 val_acc=0.9920  (2.7s)
[lenet5/mnist] ep 190/200  lr=9.167e-05  train_loss=0.0000 train_acc=1.0000  val_loss=0.1303 val_acc=0.9920  (2.7s)
[lenet5/mnist] ep 191/200  lr=8.333e-05  train_loss=0.0000 train_acc=1.0000  val_loss=0.1307 val_acc=0.9920  (2.8s)
