condition=ours_v2_clean__glass_blur_sev3 seed=0 gpu=1
/path/to/ciln-workspace/venv/lib/python3.12/site-packages/torchvision/datasets/cifar.py:83: VisibleDeprecationWarning: dtype(): align should be passed as Python or NumPy boolean but got `align=0`. Did you mean to pass a tuple to create a subarray type? (Deprecated NumPy 2.4)
  entry = pickle.load(f, encoding="latin1")
image_source=clean  N_train=22500  noise_rate=64.68%
  ep   0: acc1=18.05%  acc2=21.30%  ens=19.67%  (best 19.67 @ ep 0)  [8.7s]
  ep  40: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [90.8s]
  ep  41: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.7s]
  ep  42: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.8s]
  ep  43: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.8s]
  ep  44: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.6s]
  ep  45: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [25.7s]
  ep  46: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [34.8s]
  ep  47: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.8s]
  ep  48: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [29.5s]
  ep  49: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [24.0s]
  ep  50: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [26.9s]  [w on clean=0.225, on noisy=0.497]
  ep  51: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [125.5s]
  ep  52: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.3s]
  ep  53: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.9s]
  ep  54: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [35.4s]
  ep  55: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.1s]
  ep  56: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.6s]
  ep  57: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.6s]
  ep  58: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [22.9s]
  ep  59: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [27.6s]
  ep  60: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.2s]
  ep  61: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [24.4s]
  ep  62: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [34.4s]
  ep  63: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.0s]
  ep  64: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [22.8s]
  ep  65: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [22.8s]
  ep  66: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.8s]
  ep  67: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [24.1s]
  ep  68: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [25.5s]
  ep  69: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.8s]
  ep  70: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [24.8s]
  ep  71: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.5s]
  ep  72: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [22.7s]
  ep  73: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.3s]
  ep  74: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.6s]
  ep  75: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [29.5s]  [w on clean=0.225, on noisy=0.497]
  ep  76: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [24.3s]
  ep  77: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.6s]
  ep  78: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.9s]
  ep  79: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.3s]
  ep  80: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [22.5s]
  ep  81: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [31.7s]
  ep  82: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.8s]
  ep  83: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.9s]
  ep  84: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [25.6s]
  ep  85: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.3s]
  ep  86: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [26.7s]
  ep  87: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [22.5s]
  ep  88: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.2s]
  ep  89: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [24.4s]
  ep  90: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.3s]
  ep  91: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.0s]
  ep  92: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [24.4s]
  ep  93: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [24.2s]
  ep  94: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.3s]
  ep  95: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [22.8s]
  ep  96: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [24.4s]
  ep  97: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.0s]
  ep  98: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [23.1s]
  ep  99: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 29.50 @ ep 7)  [26.0s]  [w on clean=0.225, on noisy=0.497]

saved /path/to/ciln-workspace/journal_edition/robustness_transfer/results_v4/dividemix/ours_v2_clean__glass_blur_sev3__seed0.json: best ens-acc 29.50% @ ep 7
