condition=ours_v2_noisy__glass_blur_sev3 seed=0 gpu=2
/path/to/ciln-workspace/venv/lib/python3.12/site-packages/torchvision/datasets/cifar.py:83: VisibleDeprecationWarning: dtype(): align should be passed as Python or NumPy boolean but got `align=0`. Did you mean to pass a tuple to create a subarray type? (Deprecated NumPy 2.4)
  entry = pickle.load(f, encoding="latin1")
image_source=noisy  N_train=22500  noise_rate=64.68%
  ep   0: acc1=18.23%  acc2=18.50%  ens=18.36%  (best 18.36 @ ep 0)  [8.6s]
  ep  40: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [27.0s]
  ep  41: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [23.2s]
  ep  42: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [26.6s]
  ep  43: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [28.5s]
  ep  44: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [22.0s]
  ep  45: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [29.6s]
  ep  46: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [29.0s]
  ep  47: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [23.1s]
  ep  48: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [24.6s]
  ep  49: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [29.8s]
  ep  50: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [26.8s]  [w on clean=0.225, on noisy=0.497]
  ep  51: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [55.6s]
  ep  52: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [26.0s]
  ep  53: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [22.6s]
  ep  54: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [25.1s]
  ep  55: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [23.2s]
  ep  56: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [22.8s]
  ep  57: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [33.4s]
  ep  58: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [21.9s]
  ep  59: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [22.5s]
  ep  60: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [30.6s]
  ep  61: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [23.1s]
  ep  62: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [22.2s]
  ep  63: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [119.4s]
  ep  64: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [22.7s]
  ep  65: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [22.4s]
  ep  66: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [33.4s]
  ep  67: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [22.7s]
  ep  68: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [22.0s]
  ep  69: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [105.7s]
  ep  70: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [21.8s]
  ep  71: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [23.1s]
  ep  72: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [108.7s]
  ep  73: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [23.7s]
  ep  74: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [22.1s]
  ep  75: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [54.5s]  [w on clean=0.225, on noisy=0.497]
  ep  76: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [24.9s]
  ep  77: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [23.8s]
  ep  78: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [68.2s]
  ep  79: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [24.1s]
  ep  80: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [23.8s]
  ep  81: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [67.4s]
  ep  82: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [23.4s]
  ep  83: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [22.4s]
  ep  84: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [40.5s]
  ep  85: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [23.8s]
  ep  86: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [22.6s]
  ep  87: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [77.1s]
  ep  88: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [23.0s]
  ep  89: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [26.0s]
  ep  90: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [78.6s]
  ep  91: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [23.7s]
  ep  92: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [23.3s]
  ep  93: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [26.2s]
  ep  94: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [22.5s]
  ep  95: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [31.8s]
  ep  96: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [175.2s]
  ep  97: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [23.3s]
  ep  98: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [25.0s]
  ep  99: acc1=10.00%  acc2=10.00%  ens=10.00%  (best 33.59 @ ep 9)  [26.8s]  [w on clean=0.225, on noisy=0.497]

saved /path/to/ciln-workspace/journal_edition/robustness_transfer/results_v4/dividemix/ours_v2_noisy__glass_blur_sev3__seed0.json: best ens-acc 33.59% @ ep 9
