epoch,lr,train_loss,train_acc,val_loss,val_acc,wall_sec
57,0.1,0.2423,0.9490,0.5552,0.8396,4.1
58,0.1,0.2456,0.9480,0.5723,0.8332,4.2
59,0.1,0.2233,0.9554,0.6049,0.8316,3.8
60,0.1,0.2294,0.9541,0.6052,0.8224,3.8
61,0.1,0.2279,0.9547,0.5463,0.8396,3.8
62,0.1,0.2195,0.9564,0.7402,0.8048,3.8
63,0.1,0.2264,0.9550,0.5946,0.8348,3.8
64,0.1,0.2314,0.9530,0.5571,0.8384,4.1
65,0.1,0.2237,0.9553,0.6097,0.8248,4.0
66,0.1,0.2180,0.9581,0.6100,0.8188,3.9
67,0.1,0.2131,0.9590,0.5651,0.8424,3.9
68,0.1,0.2101,0.9592,0.6423,0.8376,4.2
69,0.1,0.2096,0.9595,0.5995,0.8248,4.1
70,0.1,0.2098,0.9588,0.6149,0.8344,4.1
71,0.1,0.2075,0.9604,0.6590,0.8180,4.1
72,0.1,0.2131,0.9592,0.5518,0.8396,4.1
73,0.1,0.2084,0.9596,0.6765,0.8068,4.1
74,0.1,0.1902,0.9656,0.5896,0.8236,3.8
75,0.1,0.2026,0.9638,0.6518,0.8196,3.8
76,0.1,0.1948,0.9645,0.5656,0.8380,3.7
77,0.1,0.1953,0.9652,0.6327,0.8172,3.8
78,0.1,0.1946,0.9659,0.6863,0.8100,4.3
79,0.1,0.2014,0.9640,0.5651,0.8364,3.8
80,0.1,0.1988,0.9654,0.5654,0.8356,3.8
81,0.1,0.1979,0.9642,0.6657,0.8268,3.9
82,0.1,0.1935,0.9668,0.6310,0.8264,4.1
83,0.1,0.1920,0.9669,0.5583,0.8384,3.9
84,0.1,0.1942,0.9670,0.6522,0.8252,3.9
85,0.1,0.1976,0.9673,0.7068,0.8068,3.8
86,0.1,0.1918,0.9674,0.6037,0.8260,3.9
87,0.1,0.1798,0.9711,0.6050,0.8340,3.8
88,0.1,0.1859,0.9677,0.6585,0.8232,3.9
89,0.1,0.1881,0.9698,0.6771,0.8164,3.8
90,0.1,0.1844,0.9697,0.6297,0.8352,3.8
91,0.1,0.1715,0.9723,0.6104,0.8360,3.9
92,0.1,0.2015,0.9661,0.5822,0.8256,3.8
93,0.1,0.1747,0.9716,0.7126,0.8208,3.8
94,0.1,0.1825,0.9701,0.5935,0.8344,3.9
95,0.1,0.1785,0.9711,0.6075,0.8352,4.2
96,0.1,0.1752,0.9717,0.5965,0.8452,4.1
97,0.1,0.1846,0.9691,0.5989,0.8412,4.1
98,0.1,0.1704,0.9732,0.6146,0.8452,3.8
99,0.1,0.1695,0.9732,0.6014,0.8412,3.8
100,0.1,0.1663,0.9752,0.8179,0.8036,3.8
101,0.01,0.0955,0.9710,0.4714,0.8636,3.8
102,0.01,0.0660,0.9820,0.4709,0.8684,3.9
103,0.01,0.0587,0.9842,0.4774,0.8676,3.8
104,0.01,0.0559,0.9840,0.4741,0.8696,3.8
105,0.01,0.0464,0.9877,0.5024,0.8708,3.9
106,0.01,0.0450,0.9885,0.4905,0.8720,3.9
107,0.01,0.0436,0.9886,0.4986,0.8740,3.9
108,0.01,0.0404,0.9902,0.4955,0.8768,3.9
109,0.01,0.0371,0.9919,0.4968,0.8812,3.9
110,0.01,0.0360,0.9911,0.5042,0.8744,3.8
111,0.01,0.0342,0.9916,0.4978,0.8736,3.8
112,0.01,0.0333,0.9922,0.5112,0.8768,3.8
113,0.01,0.0326,0.9929,0.5083,0.8780,3.8
114,0.01,0.0297,0.9934,0.5064,0.8776,3.8
115,0.01,0.0287,0.9932,0.5104,0.8760,3.8
116,0.01,0.0278,0.9936,0.5139,0.8764,3.9
117,0.01,0.0268,0.9939,0.5174,0.8764,3.8
118,0.01,0.0271,0.9936,0.5296,0.8772,3.9
119,0.01,0.0264,0.9936,0.5265,0.8756,3.8
120,0.01,0.0258,0.9948,0.5321,0.8724,3.9
121,0.01,0.0248,0.9945,0.5453,0.8712,3.9
122,0.01,0.0226,0.9950,0.5453,0.8712,3.8
123,0.01,0.0233,0.9955,0.5453,0.8716,3.8
124,0.01,0.0231,0.9951,0.5421,0.8792,4.0
125,0.01,0.0222,0.9953,0.5393,0.8784,4.0
126,0.01,0.0210,0.9956,0.5689,0.8752,4.2
127,0.01,0.0217,0.9951,0.5478,0.8764,3.9
128,0.01,0.0203,0.9959,0.5361,0.8756,4.0
129,0.01,0.0193,0.9963,0.5486,0.8748,3.8
130,0.01,0.0207,0.9959,0.5562,0.8716,3.8
131,0.01,0.0205,0.9960,0.5524,0.8748,3.8
132,0.01,0.0184,0.9965,0.5558,0.8708,3.7
133,0.01,0.0182,0.9965,0.5644,0.8712,3.7
134,0.01,0.0189,0.9964,0.5609,0.8760,3.8
135,0.01,0.0178,0.9968,0.5794,0.8696,3.9
136,0.01,0.0189,0.9965,0.5683,0.8744,3.8
137,0.01,0.0179,0.9969,0.5682,0.8748,3.8
138,0.01,0.0175,0.9967,0.5654,0.8724,3.8
139,0.01,0.0165,0.9967,0.5633,0.8772,3.8
140,0.01,0.0153,0.9972,0.5735,0.8760,3.7
141,0.01,0.0159,0.9974,0.5769,0.8732,3.8
142,0.01,0.0146,0.9978,0.5695,0.8772,3.8
143,0.01,0.0143,0.9977,0.5862,0.8728,3.8
144,0.01,0.0156,0.9974,0.5802,0.8744,3.8
145,0.01,0.0147,0.9973,0.5937,0.8768,3.8
146,0.01,0.0151,0.9974,0.5875,0.8752,3.8
147,0.01,0.0144,0.9973,0.5820,0.8756,3.8
148,0.01,0.0152,0.9970,0.6020,0.8740,3.8
149,0.01,0.0129,0.9982,0.5947,0.8768,3.8
150,0.01,0.0138,0.9978,0.6027,0.8740,3.7
151,0.001,0.0138,0.9962,0.5894,0.8748,3.9
152,0.001,0.0128,0.9971,0.5914,0.8716,4.6
153,0.001,0.0133,0.9970,0.5882,0.8752,4.0
154,0.001,0.0132,0.9969,0.5892,0.8748,4.0
155,0.001,0.0128,0.9974,0.5929,0.8744,3.8
156,0.001,0.0126,0.9972,0.5967,0.8716,3.8
157,0.001,0.0119,0.9972,0.5862,0.8748,3.8
158,0.001,0.0125,0.9973,0.5954,0.8712,3.8
159,0.001,0.0113,0.9980,0.5872,0.8768,3.8
160,0.001,0.0121,0.9976,0.5914,0.8720,3.8
161,0.001,0.0111,0.9978,0.5888,0.8744,4.0
162,0.001,0.0117,0.9980,0.5880,0.8736,3.8
163,0.001,0.0104,0.9981,0.5847,0.8744,3.8
164,0.001,0.0104,0.9984,0.5946,0.8740,3.8
165,0.001,0.0109,0.9975,0.5897,0.8744,4.0
166,0.001,0.0122,0.9977,0.5987,0.8732,4.0
167,0.001,0.0113,0.9977,0.5929,0.8736,3.8
168,0.001,0.0115,0.9976,0.5990,0.8720,3.8
169,0.001,0.0109,0.9983,0.6071,0.8720,3.7
170,0.001,0.0111,0.9976,0.5945,0.8744,3.7
171,0.001,0.0115,0.9978,0.5932,0.8732,3.8
172,0.001,0.0115,0.9972,0.5996,0.8740,3.7
173,0.001,0.0102,0.9984,0.5980,0.8748,3.7
174,0.001,0.0111,0.9978,0.5926,0.8756,3.8
175,0.001,0.0111,0.9980,0.6024,0.8712,3.8
176,0.001,0.0106,0.9979,0.5930,0.8756,3.8
177,0.001,0.0110,0.9979,0.5919,0.8732,3.8
178,0.001,0.0107,0.9980,0.6037,0.8736,3.7
179,0.001,0.0105,0.9980,0.5948,0.8752,3.8
180,0.001,0.0098,0.9984,0.5921,0.8780,3.7
181,0.001,0.0114,0.9977,0.5866,0.8752,3.8
182,0.001,0.0112,0.9975,0.5920,0.8752,3.8
183,0.001,0.0108,0.9978,0.5930,0.8760,3.7
184,0.001,0.0096,0.9984,0.5930,0.8772,3.9
185,0.001,0.0103,0.9978,0.5916,0.8756,3.9
186,0.001,0.0104,0.9981,0.5963,0.8760,3.8
187,0.001,0.0101,0.9983,0.5994,0.8748,3.8
188,0.001,0.0108,0.9980,0.5918,0.8744,3.8
189,0.001,0.0101,0.9980,0.5998,0.8748,3.8
190,0.001,0.0104,0.9982,0.5950,0.8760,3.8
191,0.001,0.0099,0.9983,0.5979,0.8764,4.1
192,0.001,0.0107,0.9976,0.5861,0.8764,4.1
193,0.001,0.0103,0.9979,0.5984,0.8756,4.1
194,0.001,0.0103,0.9981,0.5951,0.8740,3.8
195,0.001,0.0108,0.9976,0.6038,0.8760,3.8
196,0.001,0.0102,0.9982,0.6051,0.8748,3.8
197,0.001,0.0107,0.9976,0.5964,0.8772,3.8
198,0.001,0.0112,0.9976,0.5946,0.8744,3.8
199,0.001,0.0102,0.9982,0.6049,0.8772,3.8
200,0.001,0.0104,0.9980,0.5982,0.8752,4.0
