epoch,lr,train_loss,train_acc,val_loss,val_acc,wall_sec
74,0.02,0.0262,0.9993,0.3248,0.9208,31.4
75,0.02,0.0254,0.9993,0.3618,0.9096,31.5
76,0.02,0.0229,0.9993,0.3436,0.9112,31.4
77,0.02,0.0220,0.9995,0.3695,0.9124,31.4
78,0.02,0.0251,0.9992,0.3941,0.9120,31.4
79,0.02,0.0313,0.9991,0.4238,0.9044,31.4
80,0.02,0.0342,0.9989,0.3853,0.9088,31.4
81,0.02,0.0357,0.9992,0.3815,0.9084,31.4
82,0.02,0.0253,0.9995,0.3543,0.9152,31.4
83,0.02,0.0287,0.9994,0.3836,0.9176,31.4
84,0.02,0.0306,0.9993,0.3755,0.9076,31.4
85,0.02,0.0357,0.9991,0.4358,0.9004,31.4
86,0.02,0.0401,0.9992,0.3671,0.9152,31.4
87,0.02,0.0361,0.9992,0.4466,0.9000,31.5
88,0.02,0.0383,0.9992,0.4101,0.8996,31.5
89,0.02,0.0379,0.9991,0.3970,0.9072,31.4
90,0.02,0.0384,0.9992,0.4350,0.9032,31.4
91,0.02,0.0430,0.9994,0.4398,0.8996,31.3
92,0.02,0.0467,0.9992,0.4244,0.9104,31.3
93,0.02,0.0396,0.9990,0.4578,0.9012,31.4
94,0.02,0.0418,0.9994,0.3937,0.9152,31.5
95,0.02,0.0497,0.9992,0.4905,0.8896,31.4
96,0.02,0.0489,0.9992,0.4345,0.9064,31.5
97,0.02,0.0478,0.9989,0.4313,0.8948,31.6
98,0.02,0.0418,0.9996,0.5049,0.8920,31.5
99,0.02,0.0439,0.9996,0.5081,0.8828,31.5
100,0.02,0.0570,0.9989,0.4929,0.8872,31.5
101,0.02,0.0513,0.9992,0.4032,0.8984,31.5
102,0.02,0.0482,0.9990,0.5126,0.8888,31.5
103,0.02,0.0524,0.9989,0.5418,0.8688,31.5
104,0.02,0.0593,0.9989,0.5657,0.8776,31.5
105,0.02,0.0483,0.9993,0.4187,0.9044,31.5
106,0.02,0.0548,0.9990,0.4317,0.8944,31.6
107,0.02,0.0478,0.9992,0.4051,0.9068,31.6
108,0.02,0.0484,0.9991,0.4476,0.8948,31.5
109,0.02,0.0526,0.9992,0.4282,0.8988,31.5
110,0.02,0.0501,0.9997,0.3930,0.9048,31.5
111,0.02,0.0557,0.9996,0.5265,0.8856,31.5
112,0.02,0.0556,0.9993,0.4412,0.8968,31.5
113,0.02,0.0545,0.9990,0.4482,0.8888,31.5
114,0.02,0.0502,0.9994,0.4093,0.9008,31.5
115,0.02,0.0571,0.9991,0.3996,0.9020,31.5
116,0.02,0.0578,0.9992,0.4271,0.8984,31.5
117,0.02,0.0490,0.9994,0.4719,0.8828,31.5
118,0.02,0.0434,0.9993,0.4819,0.8852,31.5
119,0.02,0.0566,0.9991,0.4237,0.9004,31.5
120,0.02,0.0484,0.9994,0.4175,0.8996,31.5
121,0.004,0.0171,0.9981,0.2811,0.9288,31.5
122,0.004,0.0083,0.9995,0.2906,0.9288,31.5
123,0.004,0.0061,0.9996,0.2721,0.9344,31.5
124,0.004,0.0057,0.9998,0.2732,0.9328,31.5
125,0.004,0.0046,0.9998,0.2875,0.9324,31.5
126,0.004,0.0044,0.9999,0.2899,0.9356,31.5
127,0.004,0.0037,0.9996,0.2738,0.9392,31.5
128,0.004,0.0035,1.0000,0.2755,0.9356,31.5
129,0.004,0.0033,0.9998,0.2710,0.9400,31.5
130,0.004,0.0033,0.9999,0.2710,0.9388,31.5
131,0.004,0.0032,0.9998,0.2725,0.9388,31.5
132,0.004,0.0027,0.9999,0.2716,0.9384,31.5
133,0.004,0.0025,0.9999,0.2733,0.9392,31.5
134,0.004,0.0022,1.0000,0.2742,0.9400,31.4
135,0.004,0.0026,0.9998,0.2791,0.9368,31.4
136,0.004,0.0026,1.0000,0.2663,0.9436,31.5
137,0.004,0.0029,0.9999,0.2706,0.9356,31.5
138,0.004,0.0026,0.9999,0.2779,0.9368,31.5
139,0.004,0.0023,0.9999,0.2697,0.9400,31.4
140,0.004,0.0020,1.0000,0.2721,0.9404,31.4
141,0.004,0.0020,1.0000,0.2752,0.9392,31.5
142,0.004,0.0022,1.0000,0.2822,0.9420,31.5
143,0.004,0.0019,1.0000,0.2696,0.9404,31.4
144,0.004,0.0022,1.0000,0.2704,0.9408,31.4
145,0.004,0.0020,1.0000,0.2763,0.9408,31.4
146,0.004,0.0020,1.0000,0.2728,0.9408,31.4
147,0.004,0.0020,1.0000,0.2741,0.9384,31.4
148,0.004,0.0020,1.0000,0.2662,0.9400,31.4
149,0.004,0.0018,1.0000,0.2675,0.9400,31.4
150,0.004,0.0018,1.0000,0.2725,0.9420,31.4
151,0.004,0.0022,1.0000,0.2634,0.9424,31.4
152,0.004,0.0020,1.0000,0.2754,0.9380,31.4
153,0.004,0.0020,1.0000,0.2697,0.9404,31.5
154,0.004,0.0018,1.0000,0.2700,0.9416,31.4
155,0.004,0.0021,0.9999,0.2720,0.9412,31.4
156,0.004,0.0019,1.0000,0.2762,0.9404,31.4
157,0.004,0.0020,1.0000,0.2689,0.9412,31.5
158,0.004,0.0020,1.0000,0.2744,0.9384,31.4
159,0.004,0.0020,1.0000,0.2653,0.9416,31.4
160,0.004,0.0018,1.0000,0.2657,0.9412,31.4
161,0.0008,0.0021,1.0000,0.2652,0.9424,31.5
162,0.0008,0.0019,1.0000,0.2669,0.9424,31.5
163,0.0008,0.0017,1.0000,0.2619,0.9436,31.4
164,0.0008,0.0018,0.9999,0.2681,0.9424,31.4
165,0.0008,0.0018,1.0000,0.2727,0.9412,31.4
166,0.0008,0.0019,0.9999,0.2698,0.9432,31.5
167,0.0008,0.0017,1.0000,0.2688,0.9408,31.5
168,0.0008,0.0017,1.0000,0.2737,0.9412,31.4
169,0.0008,0.0018,1.0000,0.2747,0.9400,31.4
170,0.0008,0.0017,1.0000,0.2657,0.9416,31.4
171,0.0008,0.0019,1.0000,0.2652,0.9416,31.4
172,0.0008,0.0017,1.0000,0.2659,0.9416,31.4
173,0.0008,0.0017,1.0000,0.2645,0.9424,31.4
174,0.0008,0.0019,1.0000,0.2598,0.9424,31.4
175,0.0008,0.0018,1.0000,0.2695,0.9436,31.4
176,0.0008,0.0018,0.9999,0.2623,0.9428,31.4
177,0.0008,0.0016,1.0000,0.2633,0.9412,31.6
178,0.0008,0.0017,1.0000,0.2635,0.9428,31.7
179,0.0008,0.0016,1.0000,0.2627,0.9436,31.6
180,0.0008,0.0018,0.9999,0.2628,0.9428,31.6
181,0.0008,0.0017,1.0000,0.2631,0.9428,31.6
182,0.0008,0.0016,0.9999,0.2634,0.9436,31.6
183,0.0008,0.0017,1.0000,0.2662,0.9412,31.6
184,0.0008,0.0016,1.0000,0.2590,0.9436,31.6
185,0.0008,0.0017,1.0000,0.2646,0.9428,31.6
186,0.0008,0.0015,1.0000,0.2629,0.9436,31.6
187,0.0008,0.0017,1.0000,0.2690,0.9412,31.5
188,0.0008,0.0018,1.0000,0.2671,0.9408,31.4
189,0.0008,0.0016,1.0000,0.2641,0.9428,31.4
190,0.0008,0.0017,1.0000,0.2679,0.9408,31.4
191,0.0008,0.0019,1.0000,0.2662,0.9420,31.4
192,0.0008,0.0017,1.0000,0.2552,0.9448,31.4
193,0.0008,0.0015,1.0000,0.2635,0.9428,31.4
194,0.0008,0.0018,1.0000,0.2650,0.9432,31.4
195,0.0008,0.0018,1.0000,0.2713,0.9420,31.4
196,0.0008,0.0017,1.0000,0.2691,0.9424,31.4
197,0.0008,0.0017,0.9999,0.2652,0.9412,31.4
198,0.0008,0.0017,1.0000,0.2578,0.9448,31.4
199,0.0008,0.0016,1.0000,0.2672,0.9404,31.4
200,0.0008,0.0015,1.0000,0.2652,0.9416,31.4
