epoch,lr,train_loss,train_acc,val_loss,val_acc,wall_sec
71,0.001,0.0000,1.0000,0.0792,0.9910,1.5
72,0.001,0.0000,1.0000,0.0804,0.9910,1.5
73,0.001,0.0417,0.9936,0.0508,0.9880,1.4
74,0.001,0.0112,0.9983,0.0557,0.9873,1.5
75,0.001,0.0041,0.9995,0.0552,0.9897,1.4
76,0.001,0.0014,0.9999,0.0576,0.9897,1.5
77,0.001,0.0004,1.0000,0.0641,0.9897,1.6
78,0.001,0.0008,1.0000,0.0640,0.9907,1.5
79,0.001,0.0007,1.0000,0.0649,0.9897,1.5
80,0.001,0.0002,1.0000,0.0667,0.9893,1.6
81,0.001,0.0001,1.0000,0.0676,0.9900,1.5
82,0.000991667,0.0000,1.0000,0.0689,0.9900,1.5
83,0.000983333,0.0000,1.0000,0.0699,0.9900,1.5
84,0.000975,0.0000,1.0000,0.0709,0.9903,1.5
85,0.000966667,0.0000,1.0000,0.0715,0.9903,1.5
86,0.000958333,0.0000,1.0000,0.0725,0.9903,1.4
87,0.00095,0.0000,1.0000,0.0733,0.9900,1.6
88,0.000941667,0.0000,1.0000,0.0740,0.9903,1.5
89,0.000933333,0.0000,1.0000,0.0748,0.9900,1.5
90,0.000925,0.0000,1.0000,0.0756,0.9900,1.6
91,0.000916667,0.0000,1.0000,0.0763,0.9900,1.6
92,0.000908333,0.0000,1.0000,0.0769,0.9900,1.5
93,0.0009,0.0000,1.0000,0.0781,0.9900,1.5
94,0.000891667,0.0000,1.0000,0.0787,0.9900,1.5
95,0.000883333,0.0000,1.0000,0.0795,0.9900,1.5
96,0.000875,0.0000,1.0000,0.0802,0.9900,1.4
97,0.000866667,0.0000,1.0000,0.0808,0.9900,1.4
98,0.000858333,0.0000,1.0000,0.0812,0.9900,1.5
99,0.00085,0.0000,1.0000,0.0819,0.9900,1.7
100,0.000841667,0.0000,1.0000,0.0825,0.9900,1.5
101,0.000833333,0.0000,1.0000,0.0833,0.9900,1.6
102,0.000825,0.0000,1.0000,0.0839,0.9900,1.5
103,0.000816667,0.0000,1.0000,0.0843,0.9900,1.4
104,0.000808333,0.0000,1.0000,0.0848,0.9900,1.5
105,0.0008,0.0000,1.0000,0.0859,0.9903,1.4
106,0.000791667,0.0000,1.0000,0.0863,0.9900,1.5
107,0.000783333,0.0000,1.0000,0.0866,0.9903,1.4
108,0.000775,0.0000,1.0000,0.0876,0.9900,1.4
109,0.000766667,0.0000,1.0000,0.0878,0.9903,1.6
110,0.000758333,0.0000,1.0000,0.0888,0.9903,1.5
111,0.00075,0.0000,1.0000,0.0892,0.9903,1.5
112,0.000741667,0.0000,1.0000,0.0900,0.9907,1.4
113,0.000733333,0.0000,1.0000,0.0908,0.9907,1.5
114,0.000725,0.0000,1.0000,0.0909,0.9903,1.5
115,0.000716667,0.0000,1.0000,0.0918,0.9907,1.5
116,0.000708333,0.0000,1.0000,0.0928,0.9907,1.5
117,0.0007,0.0000,1.0000,0.0933,0.9903,1.5
118,0.000691667,0.0000,1.0000,0.0942,0.9903,1.5
119,0.000683333,0.0000,1.0000,0.0941,0.9903,1.5
120,0.000675,0.0000,1.0000,0.0949,0.9907,1.5
121,0.000666667,0.0000,1.0000,0.0953,0.9907,1.5
122,0.000658333,0.0000,1.0000,0.0957,0.9907,1.5
123,0.00065,0.0000,1.0000,0.0967,0.9907,1.5
124,0.000641667,0.0000,1.0000,0.0973,0.9903,1.4
125,0.000633333,0.0000,1.0000,0.0976,0.9907,1.5
126,0.000625,0.0000,1.0000,0.0986,0.9907,1.5
127,0.000616667,0.0000,1.0000,0.0994,0.9907,1.4
128,0.000608333,0.0000,1.0000,0.1001,0.9903,1.4
129,0.0006,0.0000,1.0000,0.1002,0.9907,1.4
130,0.000591667,0.0000,1.0000,0.1008,0.9907,1.6
131,0.000583333,0.0000,1.0000,0.1017,0.9907,1.7
132,0.000575,0.0000,1.0000,0.1018,0.9907,1.6
133,0.000566667,0.0000,1.0000,0.1027,0.9907,1.6
134,0.000558333,0.0000,1.0000,0.1032,0.9907,2.0
135,0.00055,0.0000,1.0000,0.1035,0.9907,2.3
136,0.000541667,0.0000,1.0000,0.1044,0.9907,2.5
137,0.000533333,0.0000,1.0000,0.1050,0.9907,2.5
138,0.000525,0.0000,1.0000,0.1056,0.9907,2.6
139,0.000516667,0.0000,1.0000,0.1063,0.9907,2.5
140,0.000508333,0.0000,1.0000,0.1070,0.9907,2.6
141,0.0005,0.0000,1.0000,0.1077,0.9907,2.6
142,0.000491667,0.0000,1.0000,0.1085,0.9910,2.5
143,0.000483333,0.0000,1.0000,0.1087,0.9913,2.5
144,0.000475,0.0000,1.0000,0.1094,0.9913,2.6
145,0.000466667,0.0000,1.0000,0.1098,0.9907,2.7
146,0.000458333,0.0000,1.0000,0.1102,0.9910,2.6
147,0.00045,0.0000,1.0000,0.1106,0.9913,2.4
148,0.000441667,0.0000,1.0000,0.1113,0.9913,2.4
149,0.000433333,0.0000,1.0000,0.1118,0.9913,2.7
150,0.000425,0.0000,1.0000,0.1123,0.9913,2.5
151,0.000416667,0.0000,1.0000,0.1131,0.9917,2.4
152,0.000408333,0.0000,1.0000,0.1136,0.9913,2.5
153,0.0004,0.0000,1.0000,0.1144,0.9917,2.7
154,0.000391667,0.0000,1.0000,0.1154,0.9913,2.8
155,0.000383333,0.0000,1.0000,0.1153,0.9917,2.8
156,0.000375,0.0000,1.0000,0.1159,0.9913,2.6
157,0.000366667,0.0000,1.0000,0.1164,0.9913,2.9
158,0.000358333,0.0000,1.0000,0.1170,0.9917,2.6
159,0.00035,0.0000,1.0000,0.1176,0.9917,2.6
160,0.000341667,0.0000,1.0000,0.1181,0.9917,2.6
161,0.000333333,0.0000,1.0000,0.1188,0.9913,2.5
162,0.000325,0.0000,1.0000,0.1189,0.9917,2.6
163,0.000316667,0.0000,1.0000,0.1196,0.9913,2.7
164,0.000308333,0.0000,1.0000,0.1204,0.9917,2.6
165,0.0003,0.0000,1.0000,0.1203,0.9913,2.7
166,0.000291667,0.0000,1.0000,0.1211,0.9917,2.6
167,0.000283333,0.0000,1.0000,0.1217,0.9917,2.4
168,0.000275,0.0000,1.0000,0.1225,0.9917,2.6
169,0.000266667,0.0000,1.0000,0.1225,0.9917,2.7
170,0.000258333,0.0000,1.0000,0.1226,0.9913,2.5
171,0.00025,0.0000,1.0000,0.1234,0.9917,2.6
172,0.000241667,0.0000,1.0000,0.1235,0.9917,2.5
173,0.000233333,0.0000,1.0000,0.1244,0.9913,2.7
174,0.000225,0.0000,1.0000,0.1247,0.9913,2.6
175,0.000216667,0.0000,1.0000,0.1247,0.9917,2.7
176,0.000208333,0.0000,1.0000,0.1255,0.9917,2.7
177,0.0002,0.0000,1.0000,0.1258,0.9917,2.6
178,0.000191667,0.0000,1.0000,0.1256,0.9917,2.6
179,0.000183333,0.0000,1.0000,0.1263,0.9917,2.5
180,0.000175,0.0000,1.0000,0.1266,0.9917,2.7
181,0.000166667,0.0000,1.0000,0.1267,0.9917,2.4
182,0.000158333,0.0000,1.0000,0.1270,0.9917,2.5
183,0.00015,0.0000,1.0000,0.1271,0.9917,2.5
184,0.000141667,0.0000,1.0000,0.1271,0.9917,2.7
185,0.000133333,0.0000,1.0000,0.1274,0.9917,2.5
186,0.000125,0.0000,1.0000,0.1275,0.9913,2.5
187,0.000116667,0.0000,1.0000,0.1278,0.9917,2.5
188,0.000108333,0.0000,1.0000,0.1274,0.9913,2.1
189,0.0001,0.0000,1.0000,0.1277,0.9913,1.6
190,9.16667e-05,0.0000,1.0000,0.1278,0.9917,1.5
191,8.33333e-05,0.0000,1.0000,0.1281,0.9917,2.3
192,7.5e-05,0.0000,1.0000,0.1282,0.9917,2.9
193,6.66667e-05,0.0000,1.0000,0.1281,0.9913,1.7
194,5.83333e-05,0.0000,1.0000,0.1281,0.9913,1.6
195,5e-05,0.0000,1.0000,0.1283,0.9917,1.8
196,4.16667e-05,0.0000,1.0000,0.1282,0.9913,1.8
197,3.33333e-05,0.0000,1.0000,0.1283,0.9913,1.6
198,2.5e-05,0.0000,1.0000,0.1283,0.9913,1.5
199,1.66667e-05,0.0000,1.0000,0.1283,0.9913,1.5
200,8.33333e-06,0.0000,1.0000,0.1284,0.9913,1.6
