status,dataset,setting,variant,method,image_source,seed
done,agnews,butter_fingers_sev5,S,coteaching,clean,1
done,agnews,butter_fingers_sev5,S,coteaching,clean,2
done,agnews,butter_fingers_sev5,S,coteaching,noisy,0
done,agnews,butter_fingers_sev5,S,coteaching,noisy,1
done,agnews,butter_fingers_sev5,S,coteaching,noisy,2
done,agnews,butter_fingers_sev5,C,erm,clean,0
done,agnews,butter_fingers_sev5,C,erm,clean,1
done,agnews,butter_fingers_sev5,C,erm,clean,2
done,agnews,butter_fingers_sev5,C,erm,noisy,0
done,agnews,butter_fingers_sev5,C,erm,noisy,1
done,agnews,butter_fingers_sev5,C,erm,noisy,2
done,agnews,butter_fingers_sev5,C,coteaching,clean,0
done,agnews,butter_fingers_sev5,C,coteaching,clean,1
done,agnews,butter_fingers_sev5,C,coteaching,clean,2
done,agnews,butter_fingers_sev5,C,coteaching,noisy,0
done,agnews,butter_fingers_sev5,C,coteaching,noisy,1
done,agnews,butter_fingers_sev5,C,coteaching,noisy,2
done,agnews,front_truncation_sev1,S,erm,clean,0
done,agnews,front_truncation_sev1,S,erm,clean,1
done,agnews,front_truncation_sev1,S,erm,clean,2
done,agnews,front_truncation_sev1,S,erm,noisy,0
done,agnews,front_truncation_sev1,S,erm,noisy,1
done,agnews,front_truncation_sev1,S,erm,noisy,2
done,agnews,front_truncation_sev1,S,coteaching,clean,0
done,agnews,front_truncation_sev1,S,coteaching,clean,1
done,agnews,front_truncation_sev1,S,coteaching,clean,2
done,agnews,front_truncation_sev1,S,coteaching,noisy,0
done,agnews,front_truncation_sev1,S,coteaching,noisy,1
done,agnews,front_truncation_sev1,S,coteaching,noisy,2
done,agnews,front_truncation_sev1,C,erm,clean,0
done,agnews,front_truncation_sev1,C,erm,clean,1
done,agnews,front_truncation_sev1,C,erm,clean,2
done,agnews,front_truncation_sev1,C,erm,noisy,0
done,agnews,front_truncation_sev1,C,erm,noisy,1
done,agnews,front_truncation_sev1,C,erm,noisy,2
done,agnews,front_truncation_sev1,C,coteaching,clean,0
done,agnews,front_truncation_sev1,C,coteaching,clean,1
done,agnews,front_truncation_sev1,C,coteaching,clean,2
done,agnews,front_truncation_sev1,C,coteaching,noisy,0
done,agnews,front_truncation_sev1,C,coteaching,noisy,1
done,agnews,front_truncation_sev1,C,coteaching,noisy,2
done,agnews,front_truncation_sev3,S,erm,clean,0
done,agnews,front_truncation_sev3,S,erm,clean,1
done,agnews,front_truncation_sev3,S,erm,clean,2
done,agnews,front_truncation_sev3,S,erm,noisy,0
done,agnews,front_truncation_sev3,S,erm,noisy,1
done,agnews,front_truncation_sev3,S,erm,noisy,2
done,agnews,front_truncation_sev3,S,coteaching,clean,0
done,agnews,front_truncation_sev3,S,coteaching,clean,1
done,agnews,front_truncation_sev3,S,coteaching,clean,2
done,agnews,front_truncation_sev3,S,coteaching,noisy,0
done,agnews,front_truncation_sev3,S,coteaching,noisy,1
done,agnews,front_truncation_sev3,S,coteaching,noisy,2
done,agnews,front_truncation_sev3,C,erm,clean,0
done,agnews,front_truncation_sev3,C,erm,clean,1
done,agnews,front_truncation_sev3,C,erm,clean,2
done,agnews,front_truncation_sev3,C,erm,noisy,0
done,agnews,front_truncation_sev3,C,erm,noisy,1
done,agnews,front_truncation_sev3,C,erm,noisy,2
done,agnews,front_truncation_sev3,C,coteaching,clean,0
done,agnews,front_truncation_sev3,C,coteaching,clean,1
done,agnews,front_truncation_sev3,C,coteaching,clean,2
done,agnews,front_truncation_sev3,C,coteaching,noisy,0
done,agnews,front_truncation_sev3,C,coteaching,noisy,1
done,agnews,front_truncation_sev3,C,coteaching,noisy,2
done,agnews,front_truncation_sev5,S,erm,clean,0
done,agnews,front_truncation_sev5,S,erm,clean,1
done,agnews,front_truncation_sev5,S,erm,clean,2
done,agnews,front_truncation_sev5,S,erm,noisy,0
done,agnews,front_truncation_sev5,S,erm,noisy,1
done,agnews,front_truncation_sev5,S,erm,noisy,2
done,agnews,front_truncation_sev5,S,coteaching,clean,0
done,agnews,front_truncation_sev5,S,coteaching,clean,1
done,agnews,front_truncation_sev5,S,coteaching,clean,2
done,agnews,front_truncation_sev5,S,coteaching,noisy,0
done,agnews,front_truncation_sev5,S,coteaching,noisy,1
done,agnews,front_truncation_sev5,S,coteaching,noisy,2
done,agnews,front_truncation_sev5,C,erm,clean,0
done,agnews,front_truncation_sev5,C,erm,clean,1
done,agnews,front_truncation_sev5,C,erm,clean,2
done,agnews,front_truncation_sev5,C,erm,noisy,0
done,agnews,front_truncation_sev5,C,erm,noisy,1
done,agnews,front_truncation_sev5,C,erm,noisy,2
done,agnews,front_truncation_sev5,C,coteaching,clean,0
done,agnews,front_truncation_sev5,C,coteaching,clean,1
done,agnews,front_truncation_sev5,C,coteaching,clean,2
done,agnews,front_truncation_sev5,C,coteaching,noisy,0
done,agnews,front_truncation_sev5,C,coteaching,noisy,1
done,agnews,front_truncation_sev5,C,coteaching,noisy,2
